FID,ID_PARADA,CODI_PARADA,NOM_PARADA,DESC_PARADA,CODI_INTERC,NOM_INTERC,NOM_TIPUS_PARADA,NOM_TIPUS_SIMPLE_PARADA,DESC_TIPUS_PARADA,TIPIFICACIO_PARADA,ADRECA,ID_POBLACIO,NOM_POBLACIO,ID_DISTRICTE,NOM_DISTRICTE,DATA,NOM_VIA,NOM_PROPERA_VIA,GEOMETRY,PUNTS_PARADA
PARADES_ACTIVES.675546,675546,893,Av de la Fama - Tirso de Molina,Av. La Fama/Av. Maresme,0,,FOSTER,Marquesina,Marq. Foster 4m,N,Av. Fama s/n,749,Cornellà de Llobregat,0,,2024-12-06,Avinguda Fama,Avinguda del Maresme,POINT (2.0832402814131465 41.35040249135262),1
PARADES_ACTIVES.675911,675911,894,Pl Can Baró,Pl. Can Baro,0,,PALFIX,Pal,Parada Palfix,N,"Pl. de Can Baró, 14",748,Barcelona,627,Horta-Guinardó,2024-12-06,Plaça de Can Baró,Carrer de França,POINT (2.1622881023847333 41.41619540045985),1
PARADES_ACTIVES.690945,690945,895,La Campana,Gran Via C.Catalanes/Mossèn Amadeu Oller,59,Magòria/La Campana,FOSTDB,Marquesina,Marq. Foster 4m Doble,NXB,"Gran Via de les Corts Catalanes, s/n",748,Barcelona,623,Sants-Montjuïc,2024-12-06,Gran Via de les Corts Catalanes,Carrer de Mossèn Amadeu Oller,POINT (2.1400169835830045 41.368295655555336),1
PARADES_ACTIVES.691905,691905,897,Pl Sanllehy,Pl. Sanllehy,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Pl. Sanllehy, 5 (dir. Mar)",748,Barcelona,626,Gràcia,2024-12-06,Plaça de Sanllehy,Avinguda de la Mare de Déu de Montserrat,POINT (2.1608142070877645 41.413941290998),1
PARADES_ACTIVES.683626,683626,898,Pl Catalana - Amílcar,Amílcar/Mare Déu de Montserrat,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Amílcar, 168-170",748,Barcelona,627,Horta-Guinardó,2024-12-06,Carrer d'Amílcar,Avinguda de la Mare de Déu de Montserrat,POINT (2.1729093713050727 41.42122246480785),1
PARADES_ACTIVES.675648,675648,899,La Verneda - Polígon Montsolís,Guipúscoa/Mare de Déu de Montserrat,73,Verneda,MAR4MS,Marquesina,Marq. Pal·li 4m Simple,NXB,"Guipúscoa, 178",743,Sant Adrià de Besòs,0,,2024-12-06,Carrer de Guipúscoa,Carrer Mare de Déu de Montserrat,POINT (2.2110729909063256 41.42682985801737),1
PARADES_ACTIVES.693334,693334,902,Rubió i Ors - Pl Quatre Camins,Rubió i Ors/Narcís Monturiol,0,,MONEMT,Monolit,Monolit Parada EMT,N,"Joaquin Rubió i Ors, 16",749,Cornellà de Llobregat,0,,2024-12-06,Carrer de Rubió i Ors,Carrer Narcís Monturiol,POINT (2.066788215361436 41.35552339597256),1
PARADES_ACTIVES.675539,675539,903,Rubió i Ors - Camí Vell de Sant Boi,Rubió i Ors/Av. Verge de Montserrat,0,,FOSTER,Marquesina,Marq. Foster 4m,N,"Joaquin Rubió i Ors, 130",749,Cornellà de Llobregat,0,,2024-12-06,Carrer de Rubió i Ors,Carrer Verge de Montserrat,POINT (2.0693072093993625 41.353116860858556),1
PARADES_ACTIVES.688878,688878,904,Poliesportiu Francesc Calvet,Av. Barcelona/Mare de Déu de Montserrat,0,,MAREMT,Marquesina,Marq. EMT,N,"Barcelona, 20",752,Sant Joan Despí,0,,2024-12-06,Carrer Barcelona,Carrer Mare de Déu de Montserrat,POINT (2.064253763239342 41.3678715606207),1
PARADES_ACTIVES.688810,688810,905,Can Rigal,Collblanc/General Manso,0,,FOSTER,Marquesina,Marq. Foster 4m,N,Ctra. Collblanc,753,Hospitalet de Llobregat,0,,2024-12-06,Carretera de Collblanc,Carrer General Manso,POINT (2.1057776624956492 41.37621028936242),1
PARADES_ACTIVES.675572,675572,906,Ctra de Collblanc - Av Tomás Giménez,Ctra. Collblanc/General Manso,0,,MAR4MS,Marquesina,Marq. Pal·li 4m Simple,N,"Ctra. Collblanc, 215",753,Hospitalet de Llobregat,0,,2024-12-06,Carretera de Collblanc,Carrer General Manso,POINT (2.103439830530558 41.376147474657984),1
PARADES_ACTIVES.675713,675713,907,Gran Via - Moianès,Gran Via C.Catalanes/Moianès,0,,FOSTDB,Marquesina,Marq. Foster 4m Doble,NXB,"Gran Via Corts Catalanes, 249-253",748,Barcelona,623,Sants-Montjuïc,2024-12-06,Gran Via de les Corts Catalanes,Carrer del Moianès,POINT (2.1426170831367672 41.37023193516887),1
PARADES_ACTIVES.675180,675180,908,Ctra de la Bordeta - Àliga,Ctra. Bordeta/Àliga,0,,PALFIX,Pal,Parada Palfix,N,"Ctra. Bordeta, 76",748,Barcelona,623,Sants-Montjuïc,2024-12-06,Carretera de la Bordeta,Carrer de l'Àliga,POINT (2.143916232357036 41.37318454305769),1
PARADES_ACTIVES.681678,681678,909,Gavà - Ptge Solsona,Gavà/Ptge. Solsona,0,,PALFIX,Pal,Parada Palfix,N,"Gavà, 53",748,Barcelona,623,Sants-Montjuïc,2024-12-06,Carrer de Gavà,Passatge de Solsona,POINT (2.1399941369904623 41.371128886612446),1
PARADES_ACTIVES.675116,675116,910,Providència - Alzina,Providència/Alzina,0,,PALFIX,Pal,Parada Palfix,N,"Providència, 33",748,Barcelona,626,Gràcia,2024-12-06,Carrer de la Providència,Carrer de l'Alzina,POINT (2.1566130015218015 41.40645489508523),1
PARADES_ACTIVES.675117,675117,911,Biada - Torrent de l'Olla,Biada/Torrent de l'Olla,0,,PALFIX,Pal,Parada Palfix,N,"Providència, 1",748,Barcelona,626,Gràcia,2024-12-06,Carrer de Biada,Carrer del Torrent de l'olla,POINT (2.1543170237816716 41.40493738941653),1
PARADES_ACTIVES.679454,679454,914,Gran Via - Marina,Gran Via C.Catalanes/Marina,4,Monumental,FOSTER,Marquesina,Marq. Foster 4m,NXB,"Gran Via Corts Catalanes, 770",748,Barcelona,622,Eixample,2024-12-06,Gran Via de les Corts Catalanes,Carrer de la Marina,POINT (2.1806494981966176 41.39861051770448),1
PARADES_ACTIVES.689711,689711,915,Vila Olímpica,Icària/Ramon Trias Fargas,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Av. Icària, 123-131",748,Barcelona,621,Sant Martí,2024-12-06,Avinguda d'Icària,Carrer de Ramon Trias Fargas,POINT (2.193668477445486 41.38844474811542),1
PARADES_ACTIVES.675735,675735,916,Hospital Oncològic,Av. Granvia/Rambla Marina,0,,MONEMT,Monolit,Monolit Parada EMT,N,Av. Gran Via-Hospital Oncològic,753,Hospitalet de Llobregat,0,,2024-12-06,Avinguda de la Gran Via de l'Hospitalet,Rambla de la Marina,POINT (2.1107280220093436 41.34582555685551),1
PARADES_ACTIVES.675732,675732,917,Av Granvia - Hospital de Bellvitge,Gran Via/Cotxeres TB,0,,MAR4MS,Marquesina,Marq. Pal·li 4m Simple,N,Gran Via (Poniente),753,Hospitalet de Llobregat,0,,2024-12-06,Avinguda de la Gran Via de l'Hospitalet,Rambla de la Marina,POINT (2.1065450629217417 41.34262742740433),1
PARADES_ACTIVES.679581,679581,921,Pl de Sarrià,Reina Elisenda de Montcada/Pl. Sarrià,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Pg. R. Elisenda Montcada, 1",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Passeig de la Reina Elisenda de Montcada,Carrer Major de Sarrià,POINT (2.1213787549575125 41.399878948487874),1
PARADES_ACTIVES.675406,675406,922,Ronda de Dalt - Ràfols,Ronda de Dalt/Ràfols,105,Can Caralleu,PALFIX,Pal,Parada Palfix,NXB,"Can Caralleu, 17",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Ronda de Dalt,Carrer de Ràfols,POINT (2.1148357735413783 41.401583462260426),1
PARADES_ACTIVES.674678,674678,923,Les Corts - Mejía Lequerica,Trav. de les Corts/Mejía Lequerica,8,Carles III,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Trav. de les Corts, 161",748,Barcelona,624,Les Corts,2024-12-06,Travessera de les Corts,Carrer de Mejía Lequerica,POINT (2.1272545555119047 41.381910720577935),1
PARADES_ACTIVES.675304,675304,925,Mini Estadi - Palau Blaugrana,Mini Estadi/Palau Blaugrana,0,,MAR4MS,Marquesina,Marq. Pal·li 4m Simple,N,Av. Joan XXIII/Doctor Marañon,748,Barcelona,624,Les Corts,2024-12-06,Avinguda de Joan XXIII,Carrer de la Maternitat,POINT (2.1192270752481304 41.38083443559846),1
PARADES_ACTIVES.684222,684222,927,Gran Via - Muntaner,Gran Via C.Catalanes/Muntaner,0,,FOSTER,Marquesina,Marq. Foster 4m,NXB,"Gran Via Corts Catalanes, 568",748,Barcelona,622,Eixample,2024-12-06,Gran Via de les Corts Catalanes,Carrer de Muntaner,POINT (2.1616854037895803 41.38437748401132),1
PARADES_ACTIVES.691351,691351,928,Diagonal - Muntaner,Av. Diagonal/Muntaner,51,Diagonal-Aribau,FOSTDB,Marquesina,Marq. Foster 4m Doble,NXB,"Av.Diagonal, 566",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Avinguda Diagonal,Carrer de Muntaner,POINT (2.150402988714372 41.39430186447656),2
PARADES_ACTIVES.691353,691353,929,Diagonal - Muntaner,Diagonal/Aribau,51,Diagonal-Aribau,FOSTDB,Marquesina,Marq. Foster 4m Doble,NXB,"Av. Diagonal, 437",748,Barcelona,622,Eixample,2024-12-06,Avinguda Diagonal,Carrer d'Aribau,POINT (2.1505202815588036 41.394170815072286),2
PARADES_ACTIVES.676819,676819,930,Còrsega - Aribau,Còrsega/Muntaner,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,N,"Còrsega, 237",748,Barcelona,622,Eixample,2024-12-06,Carrer de Còrsega,Carrer de Muntaner,POINT (2.1534728267034597 41.39217708811758),1
PARADES_ACTIVES.675328,675328,931,Via Augusta - Muntaner,Via Augusta/Muntaner,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Via Augusta, 166",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Via Augusta,Carrer de Muntaner,POINT (2.1435390684030606 41.399182700180326),1
PARADES_ACTIVES.676598,676598,932,Trav de Gràcia - Muntaner,Trav. de Gràcia/Ptge. Marimon,71,Travessera de Gràcia,MONTMB,Monolit,Monolit Parada TMB,NXB,"Trav. de Gràcia, 36",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Travessera de Gràcia,Carrer de Muntaner,POINT (2.1485039996210022 41.395343026894025),1
PARADES_ACTIVES.690794,690794,933,Mitre - Balmes,General Mitre/Balmes,23,Mitre - Balmes,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Rda. General Mitre, 177-181",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Ronda del General Mitre,Carrer de Balmes,POINT (2.1410671270755195 41.40467734321709),1
PARADES_ACTIVES.691792,691792,934,Mitre - Mandri,General Mitre/Prats de Molló,50,Sant Gervasi,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Rda. General Mitre, 108",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Ronda del General Mitre,Carrer de Prats de Mollo,POINT (2.1362809996426115 41.40113067514499),1
PARADES_ACTIVES.679322,679322,936,Pg Sant Gervasi - Pl Bonanova,Pg. Sant Gervasi/Folgueroles,0,,MONTMB,Monolit,Monolit Parada TMB,NXB,"Pg. Sant Gervasi, 5-13",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Passeig de Sant Gervasi,Plaça de la Bonanova,POINT (2.133879747363016 41.40711772325529),1
PARADES_ACTIVES.692602,692602,937,Pg Sant Gervasi - Pl Kennedy,Pg. St.Gervasi/Cister,42,Av. Tibidabo,FOSTER,Marquesina,Marq. Foster 4m,NXB,"Pg. Sant Gervasi, 41-47",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Passeig de Sant Gervasi,Carrer del Císter,POINT (2.135811357183706 41.410034823768946),1
PARADES_ACTIVES.683632,683632,938,Provença - Aribau,Provença/Muntaner,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,N,"Provença, 165-169",748,Barcelona,622,Eixample,2024-12-06,Carrer de Provença,Carrer de Muntaner,POINT (2.1555087036861273 41.39030201239872),1
PARADES_ACTIVES.688223,688223,940,Mitre - Av Sarrià,Rda.General Mitre/Ricardo Villa,2,Prat de la Riba,FOSTER,Marquesina,Marq. Foster 4m,NXB,"Rda. General Mitre, 16-22",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Ronda del General Mitre,Carrer de Ricardo Villa,POINT (2.131147239815073 41.39302148697356),1
PARADES_ACTIVES.690924,690924,941,Gran Via - Mandoni,Gran Via C.Catalanes/Mandoni,0,,FOSTDB,Marquesina,Marq. Foster 4m Doble,NXB,"Gran Via Corts Catalanes, 218-220",748,Barcelona,623,Sants-Montjuïc,2024-12-06,Gran Via de les Corts Catalanes,Carrer de Mandoni,POINT (2.141953271863197 41.369504027643934),2
PARADES_ACTIVES.674564,674564,943,Pl Espanya - Av Reina Maria Cristina,Av. Rª Mª Cristina (Pl. Espanya),0,,FOSTER,Marquesina,Marq. Foster 4m,N,Av. Maria Cristina/Pl. Espanya (dir. Can Clos),748,Barcelona,623,Sants-Montjuïc,2024-12-06,Avinguda de la Reina Maria Cristina,Avinguda de Francesc Ferrer i Guàrdia,POINT (2.1495700453119757 41.37412412482637),1
PARADES_ACTIVES.674591,674591,945,Poble Espanyol,Ferrer i Guàrdia/Poble Espanyol,0,,MAR4MS,Marquesina,Marq. Pal·li 4m Simple,N,"Av. Marquès de Comillas, 13-27",748,Barcelona,623,Sants-Montjuïc,2024-12-06,Avinguda de Francesc Ferrer i Guàrdia,Plaça de Carles Buïgas,POINT (2.146999949605304 41.36942098897514),1
PARADES_ACTIVES.697139,697139,946,Berenguer de Palou - Pont del Treball Digne,Berenguer de Palou/Clara Zetkin,67,Pont del Treball,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Berenguer de Palou, 62-52",748,Barcelona,629,Sant Andreu,2024-12-06,Carrer de Berenguer de Palou,Carrer de Clara Zetkin,POINT (2.1917778725796353 41.42368823016745),1
PARADES_ACTIVES.697941,697941,947,Berenguer de Palou - Pare Manyanet,Berenguer de Palou/Pare Manyanet,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Berenguer de Palau, 118",748,Barcelona,629,Sant Andreu,2024-12-06,Carrer de Berenguer de Palou,Carrer del Pare Manyanet,POINT (2.1917107818936534 41.42701323140042),1
PARADES_ACTIVES.689823,689823,949,Indústria - Nàpols,Indústria/Sicília,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Indústria, 54-62",748,Barcelona,626,Gràcia,2024-12-06,Carrer de la Indústria,Carrer de Sicília,POINT (2.16828227170436 41.40487679323624),1
PARADES_ACTIVES.689406,689406,954,Pg Joan de Borbó - Pepe Rubianes,Pg. Joan de Borbó/Pepe Rubianes,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Pg. Joan de Borbó, 46",748,Barcelona,630,Ciutat Vella,2024-12-06,Passeig de Joan de Borbó Comte de Barcelona,Carrer de Pepe Rubianes,POINT (2.1883622495722315 41.37764895040524),1
PARADES_ACTIVES.697006,697006,955,Pg Joan de Borbó,Pg. Joan de Borbó/Maquinista,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Pg. J. Borbó, 16-18",748,Barcelona,630,Ciutat Vella,2024-12-06,Passeig de Joan de Borbó Comte de Barcelona,Carrer de la Maquinista,POINT (2.1874331904520514 41.37999541040556),2
PARADES_ACTIVES.679583,679583,956,Pg Joan de Borbó,Pg. Joan de Borbó/Pl. Barceloneta,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Pg, J. Borbó, 20",748,Barcelona,630,Ciutat Vella,2024-12-06,Passeig de Joan de Borbó Comte de Barcelona,Plaça de la Barceloneta,POINT (2.1872547019654847 41.379833911815325),2
PARADES_ACTIVES.689404,689404,957,Pg Joan de Borbó - Pepe Rubianes,Pg. Joan de Borbó/Almirall Aixada,0,,PALFIX,Pal,Parada Palfix,NXB,"Pg. Joan de Borbó, 47",748,Barcelona,630,Ciutat Vella,2024-12-06,Passeig de Joan de Borbó Comte de Barcelona,Carrer de l'Almirall Aixada,POINT (2.18815547384731 41.37755917109646),1
PARADES_ACTIVES.689408,689408,959,Pg Joan de Borbó - Judici,Pg. Joan de Borbó/Judici,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Pg. J. Borbó, 66",748,Barcelona,630,Ciutat Vella,2024-12-06,Passeig de Joan de Borbó Comte de Barcelona,Carrer del Judici,POINT (2.1889419239805714 41.37609862972344),1
PARADES_ACTIVES.683341,683341,960,Pg Joan de Borbó - Pl del Mar,Pg. Joan de Borbó/Drassana,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Joan De Borbó, 75-77 ",748,Barcelona,630,Ciutat Vella,2024-12-06,Passeig de Joan de Borbó Comte de Barcelona,Carrer de la Drassana,POINT (2.188567306272124 41.37433186395595),1
PARADES_ACTIVES.674978,674978,962,Metro Besòs,Prim/Andrade,56,Besòs,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Rbla. Prim, 162",748,Barcelona,621,Sant Martí,2024-12-06,Rambla de Prim,Carrer d'Andrade,POINT (2.2077038147973034 41.420480664576914),1
PARADES_ACTIVES.693894,693894,963,Cantàbria - Andrade,Cantàbria/Concili de Trento,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Cantàbria, 10b",748,Barcelona,621,Sant Martí,2024-12-06,Carrer de Cantàbria,Carrer del Concili de Trento,POINT (2.2035520980767465 41.41824345952121),1
PARADES_ACTIVES.675043,675043,965,Pont del Treball Digne - Santander,Pont del Treball/Santander,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Pont del Treball, 4-6",748,Barcelona,621,Sant Martí,2024-12-06,Carrer del Pont del Treball,Carrer de Santander,POINT (2.197446500384738 41.42209309014968),1
PARADES_ACTIVES.675646,675646,967,Balmes - Jovellanos,Balmes/Alarcón,0,,MAR4MS,Marquesina,Marq. Pal·li 4m Simple,NXB,"Balmes, 10",743,Sant Adrià de Besòs,0,,2024-12-06,Carrer de Balmes,Carrer Alarcón,POINT (2.2103185130798195 41.43011879015562),1
PARADES_ACTIVES.675647,675647,968,Balmes - Pereda,Balmes/Pereda,0,,PALFIX,Pal,Parada Palfix,NXB,"Balmes, 122-148",743,Sant Adrià de Besòs,0,,2024-12-06,Carrer de Balmes,Carrer Pereda,POINT (2.2078854228167986 41.43132664245328),1
PARADES_ACTIVES.675381,675381,969,Pg Enric Sanchis - Sant Adrià,Pg. Enric Sanchis/Estadella,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Pg. Enric Sanchis, 2",748,Barcelona,629,Sant Andreu,2024-12-06,Passeig d'Enric Sanchis,Carrer de l'Estadella,POINT (2.204846857808529 41.43551938883602),1
PARADES_ACTIVES.675383,675383,970,Pg Enric Sanchis - Santander,Pg. Enric Sanchis/Santander,0,,PALFIX,Pal,Parada Palfix,NXB,"Pg. Enric Sanchis, 40",748,Barcelona,629,Sant Andreu,2024-12-06,Passeig d'Enric Sanchis,Carrer de Santander,POINT (2.2059715763853625 41.43349731060194),1
PARADES_ACTIVES.694011,694011,971,Rambla Prim - Santander,Rambla Prim/Santander,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Rambla de Prim, 250",748,Barcelona,621,Sant Martí,2024-12-06,Rambla de Prim,Carrer de Santander,POINT (2.2012824363893166 41.42527288042684),1
PARADES_ACTIVES.690003,690003,972,Pl Botticelli,Av. Estatut de Catalunya/Botticelli,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,Av. Estatut de Catalunya/Av. Can Marcet,748,Barcelona,627,Horta-Guinardó,2024-12-06,Avinguda de l'Estatut de Catalunya,Plaça de Botticelli,POINT (2.153152009464516 41.43311564712082),1
PARADES_ACTIVES.697101,697101,973,Artesania - Pl de la República,Artesania/Pare Rodés,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Artesania, 36",748,Barcelona,628,Nou Barris,2024-12-06,Carrer de l'Artesania,Carrer del Pare Rodés,POINT (2.174716662726466 41.439474103194215),1
PARADES_ACTIVES.693921,693921,974,Artesania - Góngora,Artesania/Ponce de León,0,,PALFIX,Pal,Parada Palfix,NXB,"Artesania, 70",748,Barcelona,628,Nou Barris,2024-12-06,Carrer de l'Artesania,Carrer de Ponce de León,POINT (2.172807386767562 41.44183784702521),1
PARADES_ACTIVES.674541,674541,975,Almansa - Via Favència,Almansa/Marín,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Almansa, 57-59",748,Barcelona,628,Nou Barris,2024-12-06,Carrer d'Almansa,Carrer de Marín,POINT (2.1743370850206993 41.44397459142297),1
PARADES_ACTIVES.699494,699494,977,Via de Bàrcino - Ausona,Via Bàrcino/Madriguera,0,,MAR4MS,Marquesina,Marq. Pal·li 4m Simple,NXB,"Via Bàrcino, 69",748,Barcelona,629,Sant Andreu,2024-12-06,Via de Bàrcino,Carrer de la Madriguera,POINT (2.1922389983773556 41.4505167022711),1
PARADES_ACTIVES.677974,677974,979,Av Riera de Sant Cugat - Pere de Montcada,Av.Riera Sant Cugat/Ptge.Hug de Montcada,0,,PALFIX,Pal,Parada Palfix,N,"Riera Sant Cugat, s/n",754,Montcada i Reixac,0,,2024-12-06,Avinguda Riera de Sant Cugat,Passatge Huc de Montcada,POINT (2.178859417238108 41.48456786022078),1
PARADES_ACTIVES.677972,677972,985,Av Riera de Sant Cugat - Huc de Montcada,Av.Riera Sant Cugat/Ptge.Hug de Montcada,0,,MAR4MS,Marquesina,Marq. Pal·li 4m Simple,N,"Riera Sant Cugat, 38",754,Montcada i Reixac,0,,2024-12-06,Avinguda Riera de Sant Cugat,Passatge Huc de Montcada,POINT (2.178947626913735 41.484509796831816),1
PARADES_ACTIVES.674589,674589,988,Santaló - Trav de Gràcia,Santaló/Avenir,46,Francesc Macià,MONTMB,Monolit,Monolit Parada TMB,NXB,"Santaló, 8",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Carrer de Santaló,Carrer de l'Avenir,POINT (2.146914203162608 41.394837567618126),1
PARADES_ACTIVES.683291,683291,989,Santaló - Mercat Galvany,Santaló/Calaf,0,,PALFIX,Pal,Parada Palfix,NXB,"Santaló, 66",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Carrer de Santaló,Carrer de Calaf,POINT (2.144227485803869 41.396941173438805),1
PARADES_ACTIVES.689527,689527,990,Numància - Parc Les Corts,Numància/Marquès de Sentmenat,10,Les Corts,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Numància, 111-115",748,Barcelona,624,Les Corts,2024-12-06,Carrer de Numància,Carrer del Marquès de Sentmenat,POINT (2.1358693265737845 41.38613826944624),1
PARADES_ACTIVES.679468,679468,991,Les Corts - Numància,Trav. de les Corts/Numància,10,Les Corts,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Trav. de les Corts, 301",748,Barcelona,624,Les Corts,2024-12-06,Travessera de les Corts,Carrer de Numància,POINT (2.1357951231693884 41.38731058258357),1
PARADES_ACTIVES.679534,679534,993,Mandri - Artesa de Segre,Mandri/Bertrand i Serra,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Mandri, 25-27",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Carrer de Mandri,Carrer de Bertrand i Serra,POINT (2.134025340614617 41.402968405188346),1
PARADES_ACTIVES.691750,691750,994,Mitre - Muntaner,Rda. General Mitre/Mandri,50,Sant Gervasi,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Rda. General Mitre, 141-143",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Ronda del General Mitre,Carrer del Camp,POINT (2.137557357559428 41.402619687523014),1
PARADES_ACTIVES.697011,697011,995,Pg Bonanova - Ganduxer,Bonanova/Ganduxer,41,Bonanova,FOSTER,Marquesina,Marq. Foster 4m,NXB,"Pg. Bonanova, 28",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Passeig de la Bonanova,Carrer de Ganduxer,POINT (2.1301211647547245 41.40484333126395),1
PARADES_ACTIVES.697013,697013,996,Pg Bonanova - Horaci,Bonanova/Mandri,41,Bonanova,FOSTER,Marquesina,Marq. Foster 4m,NXB,"Pg. Bonanova, 29-35",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Passeig de la Bonanova,Carrer de Mandri,POINT (2.1304849503578214 41.4049078009883),1
PARADES_ACTIVES.675423,675423,997,Mandri - Jardins Ca n'Altimira,Mandri/Maó,0,,MAR4OF,Marquesina,Marq. Pal·li 4m O-F,NXB,"Mandri, 49-55",748,Barcelona,625,Sarrià-St. Gervasi,2024-12-06,Carrer de Mandri,Carrer de Maó,POINT (2.1326824427752182 41.40419314537431),1
PARADES_ACTIVES.678653,678653,998,Santuari - Ceuta,Santuari/Pl. Salvador Allende,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Santuari, 30-38",748,Barcelona,626,Gràcia,2024-12-06,Carrer del Santuari,Plaça de Salvador Allende,POINT (2.151356704140522 41.4201260949374),1
PARADES_ACTIVES.698320,698320,999,Santuari - La Murtra,Santuari/Font-Rubia,0,,PALFIX,Pal,Parada Palfix,NXB,"Santuari, 82",748,Barcelona,627,Horta-Guinardó,2024-12-06,Carrer del Santuari,Carrer de Font-rúbia,POINT (2.155065575492617 41.41980902350301),1
PARADES_ACTIVES.674887,674887,1000,Santuari - La Murtra,Santuari/Feijoo,0,,PALFIX,Pal,Parada Palfix,NXB,"Santuari, 113",748,Barcelona,627,Horta-Guinardó,2024-12-06,Carrer del Santuari,Carrer de Feijoo,POINT (2.1550845696597594 41.41994457584958),1
PARADES_ACTIVES.685014,685014,1001,Santuari - l'Hortal,Santuari/Hortal,0,,MONEMT,Monolit,Monolit Parada EMT,NXB,"Santuari, 27-29",748,Barcelona,627,Horta-Guinardó,2024-12-06,Carrer del Santuari,Carrer de l'Hortal,POINT (2.151003567252457 41.420234805543416),1
PARADES_ACTIVES.674909,674909,1002,Av de Vallcarca - Metro Penitents,Av. Vallcarca/Anna Piferrer,0,,MAR4MS,Marquesina,Marq. Pal·li 4m Simple,N,"Av Vallcarca, 213-221",748,Barcelona,626,Gràcia,2024-12-06,Avinguda de Vallcarca,Carrer d'Anna Piferrer,POINT (2.1409201254624706 41.418082116876214),1
PARADES_ACTIVES.690593,690593,1003,Pl Alfonso Comín - Pg Vall d'Hebron,Pg. Vall d'Hebron/Josefa Rosich,0,,NOU4MS,Marquesina,Nova Marq. Pal·li Simple,NXB,"Pg. Vall Hebron, 2-20",748,Barcelona,626,Gràcia,2024-12-06,Passeig de la Vall d'hebron,Carrer de Josefa Rosich,POINT (2.13822604754505 41.416211046958324),1
PARADES_ACTIVES.691213,691213,1004,Metro Paral·lel,Av. Paral·lel/Nou de la Rambla,12,Paral·lel,FOSTER,Marquesina,Marq. Foster 4m,NXB,"Av.Paral·lel, 54-58",748,Barcelona,630,Ciutat Vella,2024-12-06,Avinguda del Paral·lel,Carrer Nou de la Rambla,POINT (2.170618930914126 41.37503140676714),1
